LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID109419,109419,0,7.816436290740967,13.443161453014323,0.6452717497446875,0.0,104.97783994674683,21,0.65,1,,208.71317829457365,172.0,136.0,560.0,26924.0,91.54909831943063,0.155232007270479,0.6126858581755891
ID109482,109482,0,7.843421936035156,13.335616161390208,0.752817041368802,0.0,119.97467422485352,24,0.65,1,,213.48062015503876,177.0,141.0,569.0,27539.0,90.1323766723834,0.13675970376101823,0.5698979695123222
ID109551,109551,0,8.71197509765625,13.12052557814198,0.9679076246170313,0.0,169.96412181854248,34,0.65,1,,216.72093023255815,183.0,142.0,567.0,27957.0,94.31802723566638,0.1455345831759996,0.5838404017486248
ID109296,109296,0,9.151320457458496,13.443161453014323,0.752817041368802,0.0,14.99683427810669,3,0.65,1,,224.2325581395349,182.0,139.0,624.0,28926.0,104.60905729995874,0.15592158438191983,0.5782787647531079
ID109491,109491,0,7.955888748168945,13.335616161390208,0.752817041368802,0.0,129.9725637435913,26,0.65,1,,209.10852713178295,176.0,138.0,556.0,26975.0,87.00082976526696,0.1485383782990498,0.6216866055412189
ID109362,109362,0,8.87893009185791,13.443161453014323,0.6452717497446875,0.0,64.98628187179565,13,0.65,1,,224.43410852713177,182.0,143.0,646.0,28952.0,103.61601626929777,0.1723849042985177,0.6369729339651364
ID109428,109428,0,7.833608150482178,13.443161453014323,0.6452717497446875,0.0,99.97889518737793,20,0.65,1,,215.65891472868216,181.0,140.0,555.0,27820.0,87.39131608425396,0.15945029770968464,0.6787382577590754
ID109558,109558,0,8.303301811218262,13.228070869766093,0.9679076246170313,0.0,179.96201133728027,36,0.65,1,,210.68992248062017,180.0,137.0,523.0,27179.0,85.52145184557611,0.13762631350797275,0.5960744985389339
ID109305,109305,0,8.961651802062988,13.443161453014323,0.752817041368802,0.0,19.995779037475586,4,0.65,1,,223.30232558139534,184.0,146.0,606.0,28806.0,101.26694338565974,0.14995770097134872,0.5750987819625288
ID109371,109371,0,8.137365341186523,13.550706744638438,0.6452717497446875,0.0,54.98839235305786,11,0.65,1,,219.015503875969,189.0,135.0,562.0,28253.0,89.75591767539306,0.16287999968473554,0.6835568219056384
ID109436,109436,0,7.1571364402771,13.443161453014323,0.6452717497446875,0.0,89.98100566864014,18,0.65,1,,208.84496124031008,176.0,141.0,554.0,26941.0,85.45662730411141,0.14418332883313606,0.6159247856812978
ID109500,109500,0,7.4731221199035645,13.335616161390208,0.752817041368802,0.0,134.9715085029602,27,0.65,1,,205.04651162790697,177.0,139.0,520.0,26451.0,80.95811614512434,0.1442405064601838,0.6385455870224456
ID109567,109567,0,8.45065689086914,13.12052557814198,0.9679076246170313,0.0,174.96306657791138,35,0.65,1,,214.09302325581396,180.0,139.0,568.0,27618.0,92.11960990511069,0.1463581677112022,0.5934403260850919
ID109251,109251,1,5.891178607940674,11.077165037283802,3.011268165475208,0.0,0.0,0,0.65,1,,205.90697674418604,183.0,148.0,412.0,26562.0,59.252695331687384,0.09283022039093804,0.5903772753875876
ID109298,109298,1,6.090421199798584,11.077165037283802,3.011268165475208,0.0,14.99683427810669,3,0.65,1,,206.02325581395348,183.0,151.0,435.0,26577.0,60.19998768639293,0.10076001052848467,0.6265350907812397
ID109316,109316,1,6.2362961769104,10.969619745659687,3.011268165475208,0.0,24.994723796844482,5,0.65,1,,208.9922480620155,188.0,152.0,432.0,26960.0,57.871962140037944,0.11385048379946595,0.7382440384059684
ID109268,109268,1,5.648425579071045,11.077165037283802,3.011268165475208,0.0,34.992613315582275,7,0.65,1,,200.51937984496124,180.0,137.0,398.0,25867.0,54.547728638435565,0.09681596634263052,0.648967424996574
ID109289,109289,1,5.852596282958984,11.077165037283802,3.011268165475208,0.0,4.9989447593688965,1,0.65,1,,202.54263565891472,176.0,149.0,430.0,26128.0,62.420450343809854,0.08826953993849541,0.5263734123220261
ID109307,109307,1,6.377468585968018,11.077165037283802,3.011268165475208,0.0,19.995779037475586,4,0.65,1,,208.1860465116279,188.0,142.0,443.0,26856.0,63.98751922272865,0.10378153864618571,0.6118195070636347
ID109325,109325,1,5.754052639007568,10.969619745659687,2.903722873851094,0.0,39.99155807495117,8,0.65,1,,200.67441860465115,179.0,145.0,406.0,25887.0,56.05761026483962,0.10480573728708809,0.6791826229300439
ID109260,109260,1,5.608856678009033,11.077165037283802,3.011268165475208,0.0,9.997889518737793,2,0.65,1,,201.13178294573643,181.0,145.0,405.0,25946.0,55.730150592632704,0.08870487065535353,0.5881089431569881
ID109279,109279,1,6.084474563598633,10.969619745659687,3.011268165475208,0.0,29.99366855621338,6,0.65,1,,202.2325581395349,180.0,147.0,403.0,26088.0,57.523162675447935,0.10149854787433125,0.6479093020731211
ID109568,109568,2,19.986391067504883,18.71288074259594,1.505634082737604,0.0,174.96306657791138,35,0.65,1,,295.6511627906977,236.0,142.0,814.0,38139.0,154.33337754490634,0.30815375285434987,0.9025232446721325
ID109315,109315,2,20.561559677124023,18.820426034220052,1.6131793743617187,0.0,24.994723796844482,5,0.65,1,,303.5348837209302,231.0,135.0,830.0,39156.0,163.54209351645278,0.30012691170609146,0.8568962528970391
ID109250,109250,2,20.78767204284668,18.820426034220052,1.6131793743617187,0.0,0.0,0,0.65,1,,303.84496124031006,238.0,140.0,867.0,39196.0,165.83111936603999,0.3066828836527301,0.860073047080542
ID109508,109508,2,21.837860107421875,18.71288074259594,1.505634082737604,0.0,139.9704532623291,28,0.65,1,,309.1007751937984,238.0,138.0,817.0,39874.0,163.52994971111372,0.3296490438445762,0.9372330211167647
ID109382,109382,2,19.779830932617188,18.71288074259594,1.505634082737604,0.0,69.98522663116455,14,0.65,1,,302.38759689922483,250.0,155.0,749.0,39008.0,142.55757115972915,0.31318941679317386,1.0117736994335729
ID109446,109446,2,20.241653442382812,18.71288074259594,1.505634082737604,0.0,94.97995042800903,19,0.65,1,,297.51937984496124,240.0,134.0,772.0,38380.0,151.53841822987462,0.311401041605137,0.9324102576767341
ID109259,109259,2,17.17130470275879,18.820426034220052,1.505634082737604,0.0,9.997889518737793,2,0.65,1,,286.13953488372096,238.0,159.0,638.0,36912.0,120.69309892411819,0.27543647607872895,1.0239719130259477
ID109324,109324,2,22.434717178344727,18.820426034220052,1.505634082737604,0.0,39.99155807495117,8,0.65,1,,318.5736434108527,239.0,147.0,919.0,41096.0,179.69930505542612,0.3166248329306172,0.8526609467621802
ID109516,109516,2,19.785158157348633,18.71288074259594,1.505634082737604,0.0,144.969398021698,29,0.65,1,,295.73643410852713,240.0,152.0,718.0,38150.0,139.9137300814687,0.31045048265558345,1.0014890770534775
ID109391,109391,2,19.690120697021484,18.71288074259594,1.505634082737604,0.0,74.98417139053345,15,0.65,1,,296.6589147286822,240.0,142.0,713.0,38269.0,140.68084980528795,0.3145547592134165,1.009183159700957
ID109455,109455,2,21.268070220947266,18.71288074259594,1.505634082737604,0.0,109.97678470611572,22,0.65,1,,305.5813953488372,241.0,144.0,866.0,39420.0,165.8471951863003,0.32524644311975714,0.9044085986675795
ID109267,109267,2,19.190317153930664,18.820426034220052,1.505634082737604,0.0,34.992613315582275,7,0.65,1,,300.30232558139534,236.0,159.0,717.0,38739.0,140.2084165543368,0.2898989501828333,0.9627323377759803
ID109523,109523,2,19.30811309814453,18.71288074259594,1.505634082737604,0.0,149.9683427810669,30,0.65,1,,291.2480620155039,238.0,137.0,670.0,37571.0,132.77583499830126,0.30774303384120594,1.0323805508497241
ID109335,109335,2,23.007226943969727,18.820426034220052,1.505634082737604,0.0,44.99050283432007,9,0.65,1,,321.8759689922481,245.0,143.0,948.0,41522.0,185.5466588789031,0.3267752639758323,0.8545101370465541
ID109465,109465,2,22.902084350585938,18.71288074259594,1.505634082737604,0.0,114.97572946548462,23,0.65,1,,315.6666666666667,248.0,149.0,898.0,40721.0,176.95185315032256,0.3424293434925135,0.9100874831181338
ID109400,109400,2,21.485918045043945,18.71288074259594,1.505634082737604,0.0,84.98206090927124,17,0.65,1,,305.8217054263566,241.0,139.0,871.0,39451.0,168.07208505636441,0.3254679860486798,0.8935970934886971
ID109530,109530,2,18.52048110961914,18.71288074259594,1.505634082737604,0.0,154.9672875404358,31,0.65,1,,288.8139534883721,242.0,148.0,656.0,37257.0,129.7670248610142,0.29317848201191693,1.0091539902023543
ID109278,109278,2,19.293785095214844,18.820426034220052,1.505634082737604,0.0,29.99366855621338,6,0.65,1,,298.93798449612405,242.0,151.0,687.0,38563.0,135.0911007395787,0.29707051662177963,1.013632020151788
ID109473,109473,2,22.399959564208984,18.71288074259594,1.505634082737604,0.0,124.97361898422241,25,0.65,1,,311.15503875968994,249.0,145.0,905.0,40139.0,177.35656394730304,0.3323854128420038,0.8753296795811405
ID109537,109537,2,17.314863204956055,18.71288074259594,1.505634082737604,0.0,159.9662322998047,32,0.65,1,,280.86821705426354,241.0,148.0,627.0,36232.0,120.3861222694606,0.2824686239222688,1.027731417048668
ID109344,109344,2,21.352941513061523,18.820426034220052,1.505634082737604,0.0,49.989447593688965,10,0.65,1,,310.7751937984496,244.0,150.0,808.0,40090.0,160.9985559091912,0.3170705921157539,0.9293970118686683
ID109410,109410,2,20.987428665161133,18.820426034220052,1.505634082737604,0.0,79.98311614990234,16,0.65,1,,305.7519379844961,244.0,136.0,888.0,39442.0,167.3423246208087,0.31573389763953474,0.8768929200615203
ID109353,109353,2,19.943374633789062,18.820426034220052,1.505634082737604,0.0,59.98733711242676,12,0.65,1,,299.031007751938,247.0,149.0,742.0,38575.0,144.08422764483194,0.3059968596719241,0.9725335987378293
ID109545,109545,2,19.71215057373047,18.71288074259594,1.505634082737604,0.0,164.96517705917358,33,0.65,1,,296.48062015503876,242.0,150.0,732.0,38246.0,142.05473751203232,0.30736321934088984,0.9813551769656707
ID109288,109288,2,18.31391716003418,18.820426034220052,1.505634082737604,0.0,4.9989447593688965,1,0.65,1,,293.4418604651163,242.0,158.0,693.0,37854.0,131.74353085260628,0.283513741310611,0.9840028467608201
ID109483,109483,2,22.958799362182617,18.71288074259594,1.505634082737604,0.0,119.97467422485352,24,0.65,1,,314.91472868217056,246.0,140.0,916.0,40624.0,179.9746523388672,0.3416346624392643,0.8911263454595371
ID109420,109420,2,21.983455657958984,18.71288074259594,1.505634082737604,0.0,104.97783994674683,21,0.65,1,,308.52713178294573,244.0,145.0,902.0,39800.0,174.33933674372034,0.3303600670087274,0.8789138602022328
ID109297,109297,2,19.553369522094727,18.820426034220052,1.505634082737604,0.0,14.99683427810669,3,0.65,1,,302.47286821705427,241.0,162.0,703.0,39019.0,137.8903027273503,0.30077407754979163,1.0144279934409512
ID109552,109552,2,19.461620330810547,18.820426034220052,1.505634082737604,0.0,169.96412181854248,34,0.65,1,,291.0,236.0,144.0,737.0,37539.0,143.38589758061983,0.30448156228763545,0.9474135669755859
ID109363,109363,2,21.079303741455078,18.820426034220052,1.505634082737604,0.0,64.98628187179565,13,0.65,1,,307.8062015503876,244.0,154.0,801.0,39707.0,157.40170928627273,0.31885025704618913,0.9455602354633922
ID109429,109429,2,20.341552734375,18.71288074259594,1.505634082737604,0.0,99.97889518737793,20,0.65,1,,299.8062015503876,231.0,144.0,833.0,38675.0,159.6287723477203,0.31280222762364546,0.8950142836806827
ID109492,109492,2,22.753108978271484,18.71288074259594,1.505634082737604,0.0,129.9725637435913,26,0.65,1,,315.5503875968992,244.0,142.0,868.0,40706.0,171.69613243861914,0.34260087770410774,0.9379501249456923
ID109559,109559,2,23.210163116455078,18.820426034220052,1.505634082737604,0.0,179.96201133728027,36,0.65,1,,315.6511627906977,246.0,142.0,959.0,40719.0,185.8338324940284,0.3381696898264898,0.858491690923377
ID109306,109306,2,20.889636993408203,18.820426034220052,1.505634082737604,0.0,19.995779037475586,4,0.65,1,,308.92248062015506,231.0,150.0,833.0,39851.0,163.60860366679512,0.30252137474118934,0.8770908440241961
ID109437,109437,2,21.535869598388672,18.71288074259594,1.505634082737604,0.0,89.98100566864014,18,0.65,1,,306.52713178294573,238.0,140.0,826.0,39542.0,162.12081131440314,0.32580328123068153,0.9292584373438889
ID109501,109501,2,24.12156105041504,18.71288074259594,1.505634082737604,0.0,134.9715085029602,27,0.65,1,,324.1085271317829,234.0,145.0,985.0,41810.0,196.28300838290858,0.3493770147393157,0.8550642887751073
ID109372,109372,2,20.819772720336914,18.820426034220052,1.505634082737604,0.0,54.98839235305786,11,0.65,1,,307.51937984496124,240.0,145.0,814.0,39670.0,158.2605200282509,0.31129935377105206,0.9225847452101449
ID109440,109440,3,6.180864334106445,19.788333658837082,4.409356956588698,0.0,89.98100566864014,18,0.65,1,,193.27131782945736,192.0,144.0,265.0,24932.0,27.94770561300172,0.16441549259560764,1.9529269852607798
ID109253,109253,3,7.835397720336914,19.68078836721297,4.624447539836927,0.0,0.0,0,0.65,1,,208.91472868217053,205.0,140.0,294.0,26950.0,38.28185581311497,0.18657675965550022,1.7161995351267096
ID109318,109318,3,7.368951797485352,19.788333658837082,4.516902248212812,0.0,24.994723796844482,5,0.65,1,,201.90697674418604,195.0,144.0,281.0,26046.0,34.78380591697474,0.1874370939868126,1.8325218142980202
ID109510,109510,3,6.306969165802002,19.68078836721297,4.516902248212812,0.0,139.9704532623291,28,0.65,1,,193.24031007751938,191.0,145.0,244.0,24928.0,26.77737360913316,0.17146158671960054,2.1125088129554266
ID109449,109449,3,6.354066848754883,19.68078836721297,4.409356956588698,0.0,94.97995042800903,19,0.65,1,,194.29457364341084,188.0,140.0,258.0,25064.0,29.21349300322733,0.16800940151946772,1.913350021752724
ID109384,109384,3,6.33060359954834,19.68078836721297,4.409356956588698,0.0,69.98522663116455,14,0.65,1,,195.02325581395348,189.0,134.0,273.0,25158.0,29.28082380060132,0.1651065455619041,1.8876946970603463
ID109327,109327,3,7.842884063720703,19.788333658837082,4.516902248212812,0.0,39.99155807495117,8,0.65,1,,203.96124031007753,202.0,142.0,287.0,26311.0,35.99075469408237,0.2018456522803447,1.903519757582838
ID109262,109262,3,7.1479105949401855,19.68078836721297,4.516902248212812,0.0,9.997889518737793,2,0.65,1,,206.89147286821705,202.0,138.0,284.0,26689.0,31.313495570519766,0.18160673352583134,2.030953713201301
ID109393,109393,3,5.652840614318848,19.68078836721297,4.516902248212812,0.0,74.98417139053345,15,0.65,1,,188.6046511627907,187.0,140.0,246.0,24330.0,24.495987746928567,0.1536076721553347,2.050417076756594
ID109458,109458,3,6.803047180175781,19.68078836721297,4.409356956588698,0.0,109.97678470611572,22,0.65,1,,198.86046511627907,196.0,135.0,268.0,25653.0,29.69157713741351,0.17790761936286198,2.0231519269336684
ID109270,109270,3,6.322100639343262,19.68078836721297,4.409356956588698,0.0,34.992613315582275,7,0.65,1,,194.50387596899225,189.0,139.0,267.0,25091.0,30.166756338467955,0.1610286054580017,1.7885033262690748
ID109337,109337,3,7.8191142082214355,19.788333658837082,4.409356956588698,0.0,44.99050283432007,9,0.65,1,,204.24031007751938,198.0,139.0,294.0,26347.0,37.51786557632377,0.19513728011851877,1.7776890099433298
ID109403,109403,3,6.949038028717041,19.68078836721297,4.409356956588698,0.0,84.98206090927124,17,0.65,1,,198.19379844961242,192.0,138.0,278.0,25567.0,33.05206062018388,0.17680135425548793,1.8017890529474831
ID109467,109467,3,6.89515495300293,19.68078836721297,4.409356956588698,0.0,114.97572946548462,23,0.65,1,,197.13178294573643,194.0,139.0,266.0,25430.0,32.18971590551118,0.17709726864161845,1.8427610026948573
ID109281,109281,3,6.138626575469971,19.68078836721297,4.516902248212812,0.0,29.99366855621338,6,0.65,1,,193.51937984496124,191.0,136.0,274.0,24964.0,28.054105307644427,0.16912021140275532,1.9956959716725757
ID109346,109346,3,6.595792293548584,19.788333658837082,4.516902248212812,0.0,49.989447593688965,10,0.65,1,,193.90697674418604,189.0,143.0,264.0,25014.0,30.013133026556353,0.17620787718258288,1.935768120391871
ID109413,109413,3,6.174193382263184,19.68078836721297,4.409356956588698,0.0,79.98311614990234,16,0.65,1,,191.43410852713177,190.0,132.0,265.0,24695.0,31.38467105960137,0.15841210565676736,1.6682341761087205
ID109476,109476,3,6.829273223876953,19.68078836721297,4.409356956588698,0.0,124.97361898422241,25,0.65,1,,195.85271317829458,190.0,135.0,281.0,25265.0,32.69654530087854,0.17614584315426535,1.7941921035151152
ID109291,109291,3,6.8397216796875,19.68078836721297,4.624447539836927,0.0,4.9989447593688965,1,0.65,1,,207.93023255813952,206.0,149.0,287.0,26823.0,30.432349678865485,0.17154529427364568,2.000929903808085
ID109356,109356,3,6.635136127471924,19.788333658837082,4.409356956588698,0.0,59.98733711242676,12,0.65,1,,197.68992248062017,192.0,151.0,268.0,25502.0,29.538586641462615,0.17589352253416826,2.0021963426367306
ID109423,109423,3,6.764729976654053,19.68078836721297,4.409356956588698,0.0,104.97783994674683,21,0.65,1,,197.10852713178295,195.0,138.0,265.0,25427.0,30.757682046034635,0.1771990449231267,1.9292711987103928
ID109486,109486,3,7.4400811195373535,19.68078836721297,4.409356956588698,0.0,119.97467422485352,24,0.65,1,,200.86821705426357,196.0,140.0,268.0,25912.0,34.25031474421103,0.18735990766222105,1.8508487789938004
ID109300,109300,3,6.240777969360352,19.68078836721297,4.516902248212812,0.0,14.99683427810669,3,0.65,1,,194.6124031007752,190.0,143.0,265.0,25105.0,27.91149798848568,0.166214198402248,1.9875001066341724
ID109366,109366,3,5.859691619873047,19.68078836721297,4.516902248212812,0.0,64.98628187179565,13,0.65,1,,190.48062015503876,187.0,138.0,251.0,24572.0,26.389244013658345,0.15846401582891628,1.9747037572203185
ID109494,109494,3,6.407348155975342,19.68078836721297,4.409356956588698,0.0,129.9725637435913,26,0.65,1,,195.8217054263566,191.0,142.0,249.0,25261.0,27.48847758959739,0.16732435771502424,2.0422445952155392
ID109432,109432,3,6.393424987792969,19.68078836721297,4.409356956588698,0.0,99.97889518737793,20,0.65,1,,195.06976744186048,190.0,140.0,256.0,25164.0,29.647192649165685,0.1643623791271218,1.8575933198139885
ID109309,109309,3,7.873659133911133,19.788333658837082,4.516902248212812,0.0,19.995779037475586,4,0.65,1,,207.4031007751938,203.0,149.0,296.0,26755.0,35.71535020561995,0.19758629911598385,1.9161977930853376
ID109375,109375,3,6.13057279586792,19.788333658837082,4.516902248212812,0.0,54.98839235305786,11,0.65,1,,190.984496124031,187.0,140.0,256.0,24637.0,27.27721820039459,0.16807077287953373,2.0148887452542055
ID109503,109503,3,6.955053806304932,19.68078836721297,4.409356956588698,0.0,134.9715085029602,27,0.65,1,,197.65891472868216,193.0,134.0,272.0,25498.0,32.54744040532196,0.17590123470115343,1.8168856850813988
ID109569,109569,4,7.314457893371582,13.443161453014323,4.086721081716354,0.0,174.96306657791138,35,0.65,1,,229.26356589147287,213.0,151.0,355.0,29575.0,55.20791940754586,0.12279365422979657,0.908321580545255
ID109317,109317,4,6.947978496551514,13.550706744638438,3.9791757900922393,0.0,24.994723796844482,5,0.65,1,,226.53488372093022,207.0,154.0,415.0,29223.0,57.496065967544126,0.11235677626286074,0.7959432763803104
ID109509,109509,4,6.126305103302002,13.443161453014323,4.086721081716354,0.0,139.9704532623291,28,0.65,1,,221.65116279069767,203.0,155.0,357.0,28593.0,47.97698848842645,0.09795636123658179,0.8243555964428898
ID109252,109252,4,7.146450519561768,13.443161453014323,3.9791757900922393,0.0,0.0,0,0.65,1,,233.11627906976744,214.0,159.0,407.0,30072.0,56.000924644567355,0.11241815558761514,0.8413482343159523
ID109383,109383,4,7.4616804122924805,13.550706744638438,3.9791757900922393,0.0,69.98522663116455,14,0.65,1,,227.11627906976744,202.0,158.0,423.0,29298.0,62.545936606997195,0.11938807052114118,0.7745677646210225
ID109448,109448,4,6.80698299407959,13.335616161390208,3.9791757900922393,0.0,94.97995042800903,19,0.65,1,,227.09302325581396,209.0,170.0,371.0,29295.0,50.06159360297839,0.11389832102499614,0.9276857600547915
ID109261,109261,4,7.6284871101379395,13.550706744638438,3.871630498468125,0.0,9.997889518737793,2,0.65,1,,235.65891472868216,214.0,163.0,409.0,30400.0,57.82131637154231,0.13081571252524524,0.942961520980597
ID109517,109517,4,7.65499210357666,13.550706744638438,4.086721081716354,0.0,144.969398021698,29,0.65,1,,231.10077519379846,210.0,158.0,384.0,29812.0,56.89942400867851,0.1288007472898056,0.9268823715701395
ID109326,109326,4,6.552549839019775,13.550706744638438,4.086721081716354,0.0,39.99155807495117,8,0.65,1,,224.51937984496124,208.0,152.0,398.0,28963.0,55.278004889941556,0.10356851042863814,0.7623596465610014
ID109457,109457,4,6.615514278411865,13.443161453014323,3.9791757900922393,0.0,109.97678470611572,22,0.65,1,,224.90697674418604,204.0,158.0,392.0,29013.0,51.92865325684624,0.10822813743836061,0.8459347698207302
ID109392,109392,4,7.245537757873535,13.550706744638438,3.9791757900922393,0.0,74.98417139053345,15,0.65,1,,226.50387596899225,204.0,156.0,410.0,29219.0,60.576800947099336,0.11526059340035316,0.7728652722535049
ID109269,109269,4,6.97932767868042,13.550706744638438,3.9791757900922393,0.0,34.992613315582275,7,0.65,1,,229.63565891472868,211.0,156.0,415.0,29623.0,58.388641070055336,0.11141436452621556,0.7885080623581978
ID109524,109524,4,7.3699445724487305,13.443161453014323,4.086721081716354,0.0,149.9683427810669,30,0.65,1,,225.43410852713177,203.0,145.0,411.0,29081.0,61.504045212647426,0.11308509605175637,0.7447713202325145
ID109336,109336,4,6.530115604400635,13.550706744638438,4.086721081716354,0.0,44.99050283432007,9,0.65,1,,225.46511627906978,210.0,163.0,394.0,29085.0,53.66971424131292,0.1064986595695081,0.8086737018328868
ID109531,109531,4,6.955748081207275,13.443161453014323,4.086721081716354,0.0,154.9672875404358,31,0.65,1,,224.69767441860466,205.0,156.0,379.0,28986.0,55.44121389070064,0.11000939237964526,0.8033391916404286
ID109402,109402,4,6.481557846069336,13.443161453014323,4.086721081716354,0.0,84.98206090927124,17,0.65,1,,223.27131782945736,206.0,154.0,378.0,28802.0,51.78452229219661,0.11117738320855329,0.862771939286711
ID109466,109466,4,7.008725166320801,13.443161453014323,4.086721081716354,0.0,114.97572946548462,23,0.65,1,,224.9922480620155,206.0,155.0,388.0,29024.0,55.88946906115663,0.1081468414711239,0.7857494647942932
ID109345,109345,4,6.677277088165283,13.550706744638438,3.9791757900922393,0.0,49.989447593688965,10,0.65,1,,225.02325581395348,207.0,162.0,386.0,29028.0,52.699244704662135,0.11141028331648578,0.856059353387228
ID109280,109280,4,7.418704032897949,13.550706744638438,3.9791757900922393,0.0,29.99366855621338,6,0.65,1,,232.66666666666666,216.0,153.0,414.0,30014.0,59.18051481132395,0.12353403270238855,0.864541433194977
ID109475,109475,4,6.6430230140686035,13.443161453014323,4.086721081716354,0.0,124.97361898422241,25,0.65,1,,224.73643410852713,207.0,151.0,401.0,28991.0,53.82299104760044,0.10812205020474958,0.8148212149860851
ID109538,109538,4,7.711758613586426,13.443161453014323,4.086721081716354,0.0,159.9662322998047,32,0.65,1,,230.52713178294573,212.0,149.0,390.0,29738.0,60.579761152057294,0.1226713693442664,0.8316010934127314
ID109412,109412,4,6.767448425292969,13.550706744638438,3.9791757900922393,0.0,79.98311614990234,16,0.65,1,,224.8217054263566,209.0,157.0,373.0,29002.0,52.62966867835858,0.11537271709694566,0.883732244218286
ID109355,109355,4,7.690855503082275,13.550706744638438,3.9791757900922393,0.0,59.98733711242676,12,0.65,1,,231.34108527131784,212.0,162.0,437.0,29843.0,60.63202228969429,0.12869628719120701,0.8701009284545358
ID109290,109290,4,7.1710205078125,13.443161453014323,3.871630498468125,0.0,4.9989447593688965,1,0.65,1,,233.48062015503876,210.0,173.0,416.0,30119.0,57.18133174045882,0.11729769844296976,0.8573282897474322
ID109546,109546,4,7.133805751800537,13.443161453014323,3.9791757900922393,0.0,164.96517705917358,33,0.65,1,,232.1705426356589,214.0,148.0,373.0,29950.0,55.91988186668937,0.12145184455186839,0.8992787937595804
ID109485,109485,4,6.399144172668457,13.443161453014323,3.9791757900922393,0.0,119.97467422485352,24,0.65,1,,224.04651162790697,204.0,157.0,380.0,28902.0,52.33424136994289,0.10088301394800378,0.7846195530847776
ID109422,109422,4,7.172897815704346,13.443161453014323,4.086721081716354,0.0,104.97783994674683,21,0.65,1,,224.97674418604652,200.0,160.0,406.0,29022.0,58.19692661508733,0.11782850016702476,0.8149721059896183
ID109553,109553,4,7.6514058113098145,13.443161453014323,4.086721081716354,0.0,169.96412181854248,34,0.65,1,,231.93023255813952,214.0,150.0,377.0,29919.0,59.378971715387124,0.12260109133224016,0.853146400129852
ID109299,109299,4,7.182505130767822,13.550706744638438,3.9791757900922393,0.0,14.99683427810669,3,0.65,1,,231.09302325581396,212.0,149.0,405.0,29811.0,55.77219875591931,0.1231812956630064,0.9088536774119064
ID109365,109365,4,7.3555216789245605,13.550706744638438,3.9791757900922393,0.0,64.98628187179565,13,0.65,1,,228.65891472868216,205.0,165.0,413.0,29497.0,59.22962414989634,0.11916443637624077,0.822113763098267
ID109493,109493,4,7.288229465484619,13.550706744638438,4.086721081716354,0.0,129.9725637435913,26,0.65,1,,225.5968992248062,204.0,145.0,419.0,29102.0,60.866980911739645,0.1112388208167272,0.7420451529618267
ID109431,109431,4,7.175151348114014,13.443161453014323,4.086721081716354,0.0,99.97889518737793,20,0.65,1,,226.2015503875969,213.0,162.0,351.0,29180.0,50.74836509758239,0.12380625392042825,0.9820976136689702
ID109560,109560,4,6.788356304168701,13.443161453014323,4.086721081716354,0.0,179.96201133728027,36,0.65,1,,227.5581395348837,212.0,159.0,348.0,29355.0,53.11160227776627,0.11675603007612825,0.8958885378047694
ID109308,109308,4,7.309009552001953,13.658252036262551,3.9791757900922393,0.0,19.995779037475586,4,0.65,1,,232.10852713178295,211.0,157.0,416.0,29942.0,58.54288496346043,0.1230879063661129,0.8690576862553755
ID109439,109439,4,6.8169941902160645,13.443161453014323,3.9791757900922393,0.0,89.98100566864014,18,0.65,1,,226.5503875968992,207.0,165.0,376.0,29225.0,50.54112824601213,0.11666318448284692,0.9366158469797815
ID109374,109374,4,6.963468551635742,13.550706744638438,3.9791757900922393,0.0,54.98839235305786,11,0.65,1,,227.2093023255814,210.0,152.0,416.0,29310.0,57.42272993154103,0.11534370297254865,0.818384581326807
ID109502,109502,4,5.935733318328857,13.550706744638438,4.194266373340469,0.0,134.9715085029602,27,0.65,1,,219.28682170542635,199.0,151.0,376.0,28288.0,50.21954826659411,0.09628216730847496,0.7669962397844179
ID109443,109443,5,91.70802307128906,13.765797327886666,8.92625920480151,0.0,89.98100566864014,18,0.65,1,,755.6356589147287,371.0,137.0,4125.0,97477.0,908.8277557689398,0.6683196153056055,0.6661404558427592
ID109571,109571,5,92.15548706054688,13.658252036262551,9.033804496425624,0.0,174.96306657791138,35,0.65,1,,756.062015503876,350.0,136.0,4190.0,97532.0,900.4457728669901,0.6716151543414253,0.6747051716671644
